PROVINCE,REGION,SECTOR,TSIC-2_dg,TSIC-2dg_details,TSIC-5dg,TSIC-5dg_details,BUSINESS_SIZE,NUMBER_of_MSME,DATA_SOURCE,YEAR,is_return,is_cancellation,is_outlier,revenue
Chai Nat,Central,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,214,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Chai Nat,Central,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,49,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Chai Nat,Central,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Chai Nat,Central,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,273,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Chai Nat,Central,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,60,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Chai Nat,Central,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,13,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Chai Nat,Central,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,336,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Chai Nat,Central,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,74,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Chai Nat,Central,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,18,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Chai Nat,Central,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,264,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Chai Nat,Central,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,59,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Chai Nat,Central,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,14,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Chai Nat,Central,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,132,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Chai Nat,Central,J,50,Information and communication,5055,Information and communication - small establishments,Small,30,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Chai Nat,Central,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Chai Nat,Central,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,132,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Chai Nat,Central,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,31,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Chai Nat,Central,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,8,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Nayok,Central,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,294,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Nayok,Central,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,64,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Nayok,Central,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,14,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Nayok,Central,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,339,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Nayok,Central,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,82,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Nayok,Central,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,20,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Nayok,Central,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,472,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Nayok,Central,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,87,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Nayok,Central,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,24,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Nayok,Central,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,335,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Nayok,Central,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,86,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Nayok,Central,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,16,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Nayok,Central,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,165,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Nayok,Central,J,50,Information and communication,5055,Information and communication - small establishments,Small,35,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Nayok,Central,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,8,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Nayok,Central,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,190,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Nayok,Central,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,49,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Nayok,Central,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Samut Sakhon,Central,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,232,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Samut Sakhon,Central,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,47,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Samut Sakhon,Central,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Samut Sakhon,Central,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,253,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Samut Sakhon,Central,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,64,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Samut Sakhon,Central,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,12,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Samut Sakhon,Central,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,305,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Samut Sakhon,Central,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,66,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Samut Sakhon,Central,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,17,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Samut Sakhon,Central,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,251,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Samut Sakhon,Central,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,60,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Samut Sakhon,Central,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,12,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Samut Sakhon,Central,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,111,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Samut Sakhon,Central,J,50,Information and communication,5055,Information and communication - small establishments,Small,24,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Samut Sakhon,Central,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Samut Sakhon,Central,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,133,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Samut Sakhon,Central,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,33,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Samut Sakhon,Central,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,7,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Samut Songkhram,Central,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,269,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Samut Songkhram,Central,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,67,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Samut Songkhram,Central,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,13,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Samut Songkhram,Central,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,297,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Samut Songkhram,Central,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,81,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Samut Songkhram,Central,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,18,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Samut Songkhram,Central,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,383,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Samut Songkhram,Central,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,89,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Samut Songkhram,Central,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,19,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Samut Songkhram,Central,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,295,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Samut Songkhram,Central,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,67,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Samut Songkhram,Central,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,16,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Samut Songkhram,Central,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,148,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Samut Songkhram,Central,J,50,Information and communication,5055,Information and communication - small establishments,Small,36,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Samut Songkhram,Central,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,7,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Samut Songkhram,Central,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,190,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Samut Songkhram,Central,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,41,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Samut Songkhram,Central,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Pathom,Central,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,194,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Pathom,Central,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,50,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Pathom,Central,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Pathom,Central,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,257,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Pathom,Central,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,70,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Pathom,Central,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,14,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Pathom,Central,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,299,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Pathom,Central,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,84,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Pathom,Central,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,19,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Pathom,Central,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,290,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nakhon Pathom,Central,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,61,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
