customer_id,signup_date,region,plan_type,acquisition_channel,age,account_tenure_days,avg_order_value,orders_last_90d,app_sessions_last_30d,support_tickets_90d,late_delivery_rate,avg_delivery_delay_hours,discount_ratio,product_variety_score,return_rate_90d,competitor_price_index,days_since_last_order,account_status_30d,delay_risk_band,discount_band
PC100191,2024-05-07,suburban,basic,paid_search,51,238,55.26,5,9,3,0.163,14.45,0.121,47.9,0.086,0.944,32.0,0,low,healthy
PC100192,2024-09-23,metro,plus,social,34,99,66.95,10,9,0,0.159,12.46,0.239,78.9,0.063,0.806,2.6,0,low,healthy
PC100193,2023-01-01,metro,basic,affiliate,35,1102,31.27,6,12,1,0.065,15.03,0.509,61.3,0.057,1.105,39.8,0,low,high
PC100194,2024-02-13,metro,basic,organic,38,322,36.52,5,16,0,0.222,15.8,0.047,49.3,0.109,0.915,22.4,1,low,low
PC100195,2024-10-22,metro,basic,organic,27,70,37.49,7,11,0,0.218,32.07,0.24,58.1,0.051,0.925,28.8,0,high,healthy
PC100196,2024-06-05,suburban,premium,organic,35,209,23.35,8,8,1,0.016,12.92,0.223,86.8,0.112,1.035,7.6,0,low,healthy
PC100197,2024-10-09,suburban,basic,social,54,83,52.36,7,5,1,0.34,17.77,0.238,64.4,0.028,0.972,21.6,0,low,healthy
PC100198,2024-06-22,suburban,plus,organic,29,192,32.87,9,10,0,0.069,8.39,0.118,78.4,0.068,1.239,12.7,0,low,healthy
PC100199,2024-02-03,rural,plus,organic,35,332,43.92,9,8,1,0.132,11.49,0.154,57.4,0.183,1.011,54.1,0,low,healthy
PC100200,2024-04-22,rural,basic,organic,43,253,40.26,10,9,0,0.15,14.52,0.334,51.0,0.073,1.136,10.9,0,low,healthy
PC100201,2024-04-27,suburban,basic,paid_search,40,248,30.01,11,16,1,0.111,8.31,0.1,67.3,0.033,1.008,14.6,0,low,low
PC100202,2024-05-16,metro,basic,organic,25,229,70.85,1,7,1,0.082,12.0,0.201,31.0,0.129,0.898,75.5,0,low,healthy
PC100203,2024-03-12,metro,premium,paid_search,48,294,48.82,10,15,0,0.08,9.66,0.289,70.1,0.036,1.143,19.2,0,low,healthy
PC100204,2023-09-26,metro,basic,paid_search,31,462,48.89,8,10,2,0.226,13.63,0.33,100.0,0.066,0.986,18.1,0,low,healthy
PC100205,2024-10-11,metro,premium,paid_search,22,81,83.34,12,13,2,0.392,19.87,0.097,68.0,0.202,0.892,53.7,0,watch,low
PC100206,2023-01-17,rural,basic,social,40,714,62.17,9,8,1,0.172,36.62,0.31,62.0,0.085,1.247,40.2,0,high,healthy
PC100207,2024-10-26,metro,basic,social,21,66,56.87,8,19,1,0.176,19.84,0.305,55.1,0.031,0.897,28.9,0,watch,healthy
PC100208,2023-07-31,metro,plus,paid_search,45,519,127.62,8,14,0,0.338,38.02,0.321,65.5,0.135,1.15,13.8,0,high,healthy
PC100209,2023-09-20,rural,plus,referral,40,468,44.47,10,14,0,0.176,25.85,0.254,65.5,0.013,0.908,23.2,0,watch,healthy
PC100210,2023-07-16,suburban,plus,paid_search,36,534,40.48,4,12,1,0.054,11.31,0.163,54.3,0.177,1.085,20.8,0,low,healthy
PC100211,2023-11-22,rural,basic,social,31,405,62.63,11,11,1,0.188,15.55,0.041,35.5,0.097,1.04,20.5,0,low,low
PC100212,2024-05-05,rural,basic,social,41,240,38.64,9,15,1,0.391,22.6,0.375,78.9,0.074,1.014,14.9,0,watch,high
PC100213,2024-01-16,suburban,basic,paid_search,52,350,66.76,3,8,0,0.125,20.79,0.298,61.2,0.28,1.037,43.0,0,watch,healthy
PC100214,2024-10-31,suburban,basic,paid_search,42,61,32.9,5,11,0,0.074,15.9,0.117,62.1,0.026,1.16,26.3,0,low,healthy
PC100215,2024-10-14,rural,basic,organic,28,78,48.08,7,13,2,0.094,30.04,0.383,51.2,0.158,1.031,24.5,0,high,high
PC100216,2024-06-15,rural,plus,organic,24,199,48.54,4,11,1,0.094,23.71,0.461,54.7,0.024,1.144,31.0,0,watch,high
PC100217,2024-07-25,suburban,basic,affiliate,34,159,126.09,9,14,1,0.128,16.36,0.246,31.5,0.115,0.912,51.9,0,low,healthy
PC100218,2024-04-02,metro,premium,social,25,273,54.17,9,11,0,0.052,22.88,0.354,46.9,0.029,0.981,32.0,0,watch,high
PC100219,2024-06-17,metro,basic,affiliate,38,197,48.25,4,5,1,0.063,18.63,0.111,39.9,0.064,1.048,40.4,0,watch,healthy
PC100220,2023-12-06,metro,basic,organic,28,391,67.25,5,11,1,0.07,29.17,0.372,44.1,0.161,0.95,26.0,0,watch,high
PC100221,2024-01-26,metro,plus,social,26,340,78.01,10,17,0,0.137,9.62,0.091,66.3,0.021,1.074,36.1,0,low,low
PC100222,2024-08-08,metro,basic,referral,20,145,32.04,7,10,0,0.123,7.27,0.36,54.2,0.094,0.836,40.6,0,low,high
PC100223,2024-03-15,suburban,premium,paid_search,40,291,80.88,7,12,0,0.226,19.12,0.044,67.1,0.068,0.834,20.5,1,watch,low
PC100224,2023-07-17,metro,plus,affiliate,39,533,59.12,9,8,3,0.249,12.36,0.455,56.8,0.061,1.146,22.2,0,low,high
PC100225,2024-05-02,metro,premium,organic,23,243,38.21,7,12,0,0.137,9.71,0.222,62.0,0.02,1.043,32.1,0,low,healthy
PC100226,2024-04-08,suburban,plus,paid_search,28,267,52.18,9,10,1,0.275,31.81,0.319,72.9,0.159,0.85,39.5,0,high,healthy
PC100227,2023-04-26,suburban,plus,paid_search,39,615,39.1,8,9,0,0.072,21.88,0.075,70.5,0.281,0.835,51.6,1,watch,low
PC100228,2024-01-04,metro,premium,referral,26,362,54.97,10,8,2,0.232,17.64,0.555,74.4,0.04,1.044,50.3,0,low,high
PC100229,2023-11-13,rural,plus,paid_search,42,414,82.1,10,12,0,0.157,21.62,0.269,44.2,0.04,1.015,34.8,0,watch,healthy
PC100230,2024-02-10,metro,basic,organic,33,325,65.32,7,13,1,0.057,17.18,0.456,47.8,0.315,0.987,38.4,0,low,high
PC100231,2024-01-22,suburban,premium,paid_search,36,344,56.64,12,12,1,0.188,11.58,0.277,33.9,0.073,0.875,18.0,0,low,healthy
PC100232,2024-10-12,metro,plus,organic,35,80,41.04,7,14,1,0.18,20.56,0.31,72.6,0.156,1.016,16.8,0,watch,healthy
PC100233,2024-09-12,suburban,plus,paid_search,31,110,28.9,4,6,2,0.281,20.91,0.078,59.4,0.077,0.85,37.2,0,watch,low
PC100234,2024-04-08,suburban,plus,organic,31,267,73.57,12,9,0,0.132,21.17,0.499,92.6,0.006,0.982,9.2,1,watch,high
PC100235,2024-05-06,metro,plus,paid_search,32,239,52.14,8,11,1,0.059,7.44,0.209,58.6,0.033,0.944,11.3,0,low,healthy
PC100236,2023-11-08,suburban,basic,referral,41,419,41.16,7,8,0,0.003,12.49,0.226,43.5,0.047,0.914,34.1,0,low,healthy
PC100237,2024-07-12,metro,plus,social,57,172,41.97,8,14,1,0.252,32.81,0.37,100.0,0.059,0.994,22.0,0,high,high
PC100238,2024-05-27,suburban,basic,social,38,218,48.98,8,5,1,0.124,37.48,0.243,68.2,0.093,0.933,32.7,0,high,healthy
PC100239,2024-02-09,rural,basic,social,60,326,39.63,6,13,0,0.15,12.56,0.155,64.9,0.002,0.942,26.1,0,low,healthy
PC100240,2023-07-04,rural,premium,social,20,546,112.64,9,12,0,0.238,28.01,0.094,83.5,0.092,1.056,41.0,0,watch,low
PC100241,2024-05-13,metro,plus,paid_search,58,232,47.56,3,10,0,0.037,23.11,0.131,62.2,0.015,1.123,39.7,0,watch,healthy
PC100242,2024-10-15,metro,plus,affiliate,30,77,35.85,11,16,1,0.056,16.29,0.508,79.4,0.043,0.92,39.6,0,low,high
PC100243,2024-10-09,metro,plus,referral,39,83,57.33,5,13,1,0.223,11.9,0.141,52.6,0.038,0.922,36.3,0,low,healthy
PC100244,2024-06-05,suburban,premium,organic,26,209,34.2,8,7,2,0.082,17.03,0.062,70.5,0.275,0.979,27.3,0,low,low
PC100245,2023-08-07,rural,basic,paid_search,42,512,48.99,10,10,2,0.447,24.34,0.057,48.1,0.092,1.085,7.4,0,watch,low
PC100246,2024-12-16,metro,plus,affiliate,43,15,58.12,11,16,1,0.218,25.15,0.312,96.2,0.074,0.933,18.2,0,watch,healthy
PC100247,2024-08-23,suburban,plus,referral,68,130,65.69,5,14,1,0.124,27.18,0.426,46.8,0.018,0.978,91.3,0,watch,high
PC100248,2024-10-10,suburban,basic,social,36,82,39.68,10,15,0,0.043,11.49,0.269,40.4,0.011,0.86,10.0,1,low,healthy
PC100249,2024-05-27,suburban,premium,organic,38,218,38.43,7,12,2,0.253,25.47,0.229,49.4,0.076,0.904,25.8,0,watch,healthy
PC100250,2023-12-13,metro,basic,social,29,384,42.92,6,11,0,0.14,17.7,0.204,53.6,0.067,0.765,58.3,0,low,healthy
PC100251,2023-04-19,metro,plus,organic,39,622,44.62,7,11,1,0.002,13.27,0.314,92.1,0.046,0.839,24.6,0,low,healthy
PC100252,2024-05-23,suburban,plus,organic,43,222,65.0,7,9,0,0.247,35.19,0.178,46.8,0.093,0.74,46.4,0,high,healthy
PC100253,2023-09-07,rural,premium,organic,32,481,89.3,8,13,3,0.177,18.19,0.261,89.8,0.145,0.903,41.4,0,watch,healthy
PC100254,2024-07-08,suburban,plus,affiliate,25,176,74.17,11,16,2,0.182,43.97,0.406,90.2,0.221,1.111,41.4,0,high,high
PC100255,2024-06-30,metro,basic,paid_search,37,184,43.59,15,17,0,0.398,18.09,0.198,78.1,0.05,0.841,20.8,0,watch,healthy
PC100256,2024-09-17,metro,premium,paid_search,44,105,69.62,8,11,0,0.36,35.69,0.281,85.2,0.007,0.857,30.8,0,high,healthy
PC100257,2024-08-17,metro,plus,paid_search,34,136,50.68,4,9,0,0.035,8.89,0.182,94.9,0.039,1.143,47.2,0,low,healthy
PC100258,2024-01-24,metro,basic,organic,18,342,122.27,16,11,0,0.134,18.27,0.454,72.1,0.024,0.871,34.6,0,watch,high
PC100259,2023-11-08,suburban,plus,paid_search,48,419,135.06,10,15,1,0.078,5.04,0.149,78.9,0.058,1.079,8.8,0,low,healthy
PC100260,2023-10-18,metro,plus,paid_search,40,440,54.76,11,14,0,0.228,34.37,0.296,61.2,0.006,1.072,48.7,0,high,healthy
PC100261,2024-06-22,metro,basic,paid_search,47,192,74.67,9,15,0,0.192,23.02,0.558,56.4,0.065,0.928,25.7,0,watch,high
PC100262,2024-07-06,suburban,plus,paid_search,47,178,55.09,10,11,1,0.151,20.93,0.127,62.8,0.255,1.155,14.6,0,watch,healthy
PC100263,2024-08-19,suburban,premium,affiliate,18,134,68.06,8,9,2,0.08,6.14,0.262,72.9,0.14,0.911,26.5,0,low,healthy
PC100264,2024-11-10,suburban,basic,paid_search,37,51,143.34,6,14,1,0.147,18.42,0.653,58.5,0.087,1.078,25.0,1,watch,high
PC100265,2024-02-03,rural,basic,paid_search,49,332,33.93,4,11,1,0.144,24.34,0.022,84.2,0.05,1.077,24.1,0,watch,low
PC100266,2024-10-14,metro,plus,affiliate,28,78,60.91,8,14,0,0.043,6.33,0.455,42.1,0.056,0.935,15.3,0,low,high
PC100267,2024-04-06,rural,basic,affiliate,47,269,86.95,7,15,2,0.121,21.57,0.29,77.9,0.089,0.974,19.2,0,watch,healthy
PC100268,2024-09-26,rural,plus,paid_search,36,96,36.41,6,14,3,0.257,22.9,0.083,58.2,0.162,0.89,48.1,0,watch,low
PC100269,2024-06-01,metro,basic,referral,47,213,107.87,8,13,1,0.078,14.34,0.248,60.8,0.025,1.025,10.0,0,low,healthy
PC100270,2023-07-25,rural,basic,organic,43,525,57.5,12,12,0,0.118,11.43,0.123,53.9,0.016,1.159,38.2,0,low,healthy
PC100271,2024-03-07,suburban,plus,organic,47,299,34.26,6,13,1,0.194,11.43,0.106,72.1,0.022,0.903,55.7,0,low,healthy
PC100272,2023-08-27,rural,basic,referral,41,492,27.43,8,11,0,0.211,27.37,0.379,48.4,0.03,0.962,38.4,0,watch,high
PC100273,2024-06-28,metro,basic,organic,32,186,35.75,6,15,0,0.118,31.55,0.133,89.8,0.081,0.978,40.6,0,high,healthy
PC100274,2023-11-29,metro,plus,referral,32,398,26.86,11,8,1,0.264,16.44,0.158,64.2,0.093,1.052,13.2,0,low,healthy
PC100275,2024-01-06,rural,plus,affiliate,36,360,36.71,9,16,1,0.176,24.58,0.374,100.0,0.031,0.855,21.5,0,watch,high
PC100276,2024-04-15,suburban,plus,social,42,260,82.18,9,13,0,0.176,30.44,0.172,90.4,0.08,0.914,30.1,1,high,healthy
PC100277,2024-09-07,metro,basic,paid_search,42,115,34.0,9,15,0,0.404,36.82,0.155,56.3,0.14,1.02,50.3,0,high,healthy
PC100278,2024-11-13,metro,basic,social,47,48,76.19,3,13,0,0.118,18.95,0.073,64.0,0.038,0.883,38.8,1,watch,low
PC100279,2024-10-28,suburban,plus,organic,34,64,39.2,9,14,0,0.059,15.15,0.421,39.2,0.082,1.079,18.5,0,low,high
PC100280,2024-06-12,suburban,premium,social,41,202,74.95,5,8,0,0.122,18.68,0.234,23.7,0.107,1.169,84.0,0,watch,healthy
PC100281,2024-08-13,suburban,plus,affiliate,34,140,48.85,9,11,1,0.102,13.17,0.251,56.2,0.122,0.929,26.7,0,low,healthy
PC100282,2023-11-01,rural,premium,affiliate,34,426,53.64,13,15,2,0.12,32.86,0.156,25.8,0.085,1.107,19.3,0,high,healthy
PC100283,2024-05-11,metro,premium,organic,37,234,79.64,10,12,3,0.325,15.41,0.165,100.0,0.088,1.019,29.7,0,low,healthy
PC100284,2023-12-21,rural,basic,paid_search,34,376,50.54,12,10,0,0.193,16.4,0.181,60.4,0.138,1.074,0.8,0,low,healthy
PC100285,2023-12-07,metro,basic,social,18,390,62.11,4,17,0,0.065,4.08,0.107,56.2,0.146,1.291,27.4,1,low,healthy
PC100286,2024-05-06,suburban,plus,social,39,239,101.33,11,10,1,0.321,43.82,0.187,89.0,0.161,0.843,11.9,0,high,healthy
PC100287,2024-08-11,rural,basic,organic,38,142,83.75,9,18,2,0.26,22.91,0.428,56.6,0.149,1.044,9.7,0,watch,high
PC100288,2024-06-15,metro,basic,organic,43,199,36.0,7,15,2,0.137,24.16,0.249,79.2,0.094,0.935,36.8,0,watch,healthy
PC100289,2024-06-05,metro,basic,social,28,209,64.9,6,10,1,0.367,46.81,0.407,59.6,0.144,0.851,20.3,0,high,high
PC100290,2024-07-29,rural,basic,paid_search,21,155,47.01,4,10,0,0.07,11.94,0.253,68.9,0.048,1.04,42.8,0,low,healthy
PC100291,2024-06-13,metro,basic,referral,48,201,26.12,8,8,1,0.052,14.19,0.241,48.6,0.074,0.883,30.0,0,low,healthy
PC100292,2024-03-16,suburban,basic,organic,56,290,29.33,6,12,0,0.164,9.62,0.217,69.5,0.063,1.122,17.2,0,low,healthy
PC100293,2023-12-26,metro,premium,paid_search,39,371,47.51,12,17,2,0.065,7.68,0.22,71.9,0.072,0.949,65.9,0,low,healthy
PC100294,2024-03-07,suburban,plus,organic,29,299,57.01,1,12,2,0.131,20.66,0.505,59.4,0.039,0.905,39.9,0,watch,high
PC100295,2024-06-22,suburban,basic,paid_search,34,192,58.5,9,11,0,0.402,25.36,0.393,73.4,0.087,0.967,10.2,0,watch,high
PC100296,2024-07-29,suburban,premium,referral,18,155,75.58,6,9,0,0.174,15.53,0.342,45.2,0.005,0.87,26.2,0,low,healthy
PC100297,2024-10-21,metro,basic,paid_search,39,71,33.35,5,14,0,0.316,38.25,0.409,49.8,0.066,0.79,57.6,0,high,high
PC100298,2023-12-10,suburban,premium,paid_search,22,387,47.01,13,11,2,0.165,28.65,0.214,54.3,0.144,1.052,24.1,0,watch,healthy
PC100299,2024-02-19,metro,basic,social,40,316,62.47,2,4,0,0.312,33.51,0.261,30.5,0.016,0.897,41.2,0,high,healthy
PC100300,2024-09-22,rural,basic,organic,46,100,45.95,7,11,1,0.157,33.27,0.388,80.8,0.106,0.895,23.7,1,high,high
PC100301,2024-06-28,metro,basic,organic,42,186,44.67,7,12,0,0.163,18.31,0.164,58.2,0.068,1.03,24.8,0,watch,healthy
PC100302,2024-04-26,metro,basic,organic,21,249,77.25,10,11,0,0.094,5.62,0.086,62.5,0.151,1.084,1.2,0,low,low
PC100303,2024-01-30,suburban,plus,paid_search,59,336,42.6,5,11,2,0.339,34.95,0.125,54.0,0.046,1.043,35.9,1,high,healthy
PC100304,2024-03-21,metro,premium,organic,25,285,37.14,8,14,1,0.018,8.73,0.112,49.4,0.19,1.063,29.9,0,low,healthy
PC100305,2024-04-06,metro,plus,referral,35,269,21.56,10,16,1,0.203,54.41,0.296,35.8,0.04,1.062,6.9,0,critical,healthy
PC100306,2024-01-20,metro,basic,social,18,346,34.24,13,10,0,0.167,9.05,0.171,76.5,0.02,0.974,32.7,0,low,healthy
PC100307,2023-11-18,metro,plus,paid_search,39,409,53.1,6,13,1,0.246,21.83,0.153,72.5,0.054,1.163,36.6,0,watch,healthy
PC100308,2024-10-20,rural,basic,affiliate,31,72,71.73,3,10,2,0.188,15.33,0.628,19.8,0.128,1.151,50.4,1,low,high
PC100309,2024-08-15,rural,plus,referral,34,138,63.79,9,9,0,0.173,24.87,0.371,83.0,0.067,1.132,27.8,1,watch,high
PC100310,2024-10-11,rural,premium,social,37,81,114.33,6,13,2,0.254,21.74,0.1,48.0,0.076,1.106,25.3,0,watch,low
PC100311,2023-10-07,suburban,basic,referral,39,451,104.29,11,14,3,0.303,26.97,0.203,44.8,0.158,1.051,37.9,1,watch,healthy
PC100312,2024-03-02,rural,basic,affiliate,43,304,26.61,7,11,2,0.136,17.14,0.601,51.0,0.103,1.077,13.3,0,low,high
PC100313,2024-02-25,rural,basic,organic,18,310,59.68,3,11,1,0.074,12.51,0.303,1.0,0.032,0.997,57.7,0,low,healthy
PC100314,2024-09-25,metro,plus,referral,49,97,55.44,13,10,0,0.087,6.73,0.214,100.0,0.071,1.08,10.8,0,low,healthy
PC100315,2024-01-10,suburban,premium,social,40,356,41.8,11,11,0,0.138,15.07,0.406,76.6,0.08,0.929,9.0,0,low,high
PC100316,2024-08-17,suburban,basic,organic,38,136,44.91,7,14,1,0.097,17.91,0.197,49.5,0.029,1.189,21.3,0,low,healthy
PC100317,2023-01-01,suburban,basic,referral,28,749,89.62,9,18,2,0.181,11.54,0.189,76.1,0.071,1.113,28.5,0,low,healthy
PC100318,2024-04-17,metro,premium,organic,27,258,39.18,5,18,0,0.217,19.26,0.114,90.2,0.107,0.827,19.9,0,watch,healthy
PC100319,2024-08-17,suburban,premium,referral,46,136,30.29,5,12,1,0.116,12.25,0.391,44.4,0.065,1.038,17.5,0,low,high
PC100320,2024-06-11,rural,plus,organic,35,203,105.34,5,11,1,0.14,16.73,0.37,63.2,0.049,1.005,29.5,0,low,high
PC100321,2024-09-15,metro,plus,paid_search,32,107,75.15,10,7,1,0.331,35.39,0.448,76.1,0.251,0.872,55.6,1,high,high
PC100322,2023-06-06,metro,basic,organic,20,574,33.49,5,9,0,0.048,8.82,0.371,93.1,0.086,1.074,45.5,0,low,high
PC100323,2023-07-29,metro,plus,affiliate,36,521,35.51,9,10,0,0.27,20.56,0.277,68.1,0.018,1.203,26.8,0,watch,healthy
PC100324,2023-09-10,metro,basic,paid_search,36,478,60.96,5,9,2,0.129,46.85,0.335,78.1,0.193,1.183,49.0,0,high,healthy
PC100325,2024-02-08,suburban,basic,social,40,327,22.17,6,9,1,0.154,35.06,0.196,47.2,0.075,1.077,27.8,0,high,healthy
PC100326,2024-09-14,suburban,plus,paid_search,47,108,37.68,10,12,0,0.076,8.88,0.313,61.2,0.077,1.137,22.5,0,low,healthy
PC100327,2024-08-07,metro,basic,affiliate,35,146,55.63,9,12,0,0.055,12.34,0.287,70.7,0.102,0.915,29.1,0,low,healthy
PC100328,2024-08-03,metro,plus,social,42,150,100.62,5,10,1,0.202,15.46,0.072,85.3,0.108,1.071,35.1,0,low,low
PC100329,2024-02-07,rural,plus,social,63,328,49.08,10,10,0,0.193,22.85,0.417,82.0,0.082,1.054,13.4,0,watch,high
PC100330,2024-06-02,metro,basic,referral,44,212,61.6,10,18,0,0.122,32.35,0.058,50.3,0.021,0.943,31.7,0,high,low
PC100331,2024-08-25,suburban,premium,social,57,128,32.53,10,7,0,0.125,23.62,0.197,70.0,0.027,0.911,25.0,0,watch,healthy
PC100332,2024-05-06,metro,plus,paid_search,18,239,81.72,4,10,0,0.037,12.07,0.142,56.4,0.022,0.826,34.0,0,low,healthy
PC100333,2024-08-06,rural,plus,paid_search,31,147,50.0,7,9,0,0.296,19.88,0.059,87.6,0.083,0.764,29.0,0,watch,low
PC100334,2024-03-18,rural,plus,paid_search,62,288,49.4,11,16,1,0.075,12.29,0.419,51.0,0.06,1.128,21.0,0,low,high
PC100335,2024-05-02,suburban,basic,affiliate,29,243,26.87,11,8,0,0.135,16.78,0.222,82.7,0.018,1.013,27.1,0,low,healthy
PC100336,2023-09-14,metro,plus,organic,44,474,44.31,6,11,0,0.084,12.01,0.295,43.6,0.137,0.897,44.6,0,low,healthy
PC100337,2023-06-24,metro,basic,social,55,556,54.79,5,10,2,0.459,25.78,0.114,61.0,0.269,1.043,26.5,0,watch,healthy
PC100338,2023-11-25,metro,basic,organic,41,402,42.85,5,14,0,0.071,11.39,0.321,75.5,0.071,1.086,40.3,0,low,healthy
PC100339,2024-11-03,suburban,basic,organic,33,58,35.01,10,11,1,0.021,4.74,0.248,62.1,0.04,1.071,18.9,0,low,healthy
PC100340,2024-04-07,rural,premium,organic,41,268,68.12,8,9,0,0.129,17.47,0.153,29.5,0.146,1.031,19.4,0,low,healthy
PC100341,2023-01-01,suburban,basic,referral,35,847,53.62,5,7,2,0.103,13.68,0.105,51.7,0.055,0.978,25.2,0,low,healthy
PC100342,2024-04-22,metro,plus,paid_search,39,253,42.41,8,10,0,0.293,24.35,0.112,44.7,0.031,1.156,22.4,0,watch,healthy
PC100343,2024-11-28,metro,basic,affiliate,36,33,97.8,4,1,4,0.191,32.93,0.397,82.0,0.088,0.716,47.0,0,high,high
PC100344,2023-12-20,metro,premium,referral,25,377,32.85,13,16,2,0.068,21.98,0.583,66.5,0.044,0.904,2.5,0,watch,high
PC100345,2024-08-11,suburban,plus,affiliate,28,142,46.73,5,10,0,0.1,12.01,0.371,55.9,0.046,0.883,20.9,0,low,high
PC100346,2024-08-13,suburban,basic,referral,35,140,52.75,11,9,2,0.083,17.08,0.446,81.4,0.096,1.002,19.8,0,low,high
PC100347,2023-04-15,suburban,basic,social,46,626,85.76,2,6,0,0.055,7.02,0.06,58.4,0.056,1.033,45.7,0,low,low
PC100348,2024-08-05,rural,basic,referral,33,148,52.19,10,14,0,0.07,8.84,0.227,73.1,0.065,1.163,4.5,0,low,healthy
PC100349,2023-02-18,suburban,basic,organic,51,682,43.12,10,12,1,0.083,9.19,0.169,68.8,0.202,1.014,48.5,0,low,healthy
PC100350,2024-09-25,metro,basic,organic,33,97,62.73,11,10,1,0.036,22.13,0.3,58.0,0.055,1.108,12.7,0,watch,healthy
PC100351,2024-06-02,suburban,basic,organic,18,212,29.25,12,10,0,0.015,12.39,0.207,52.5,0.12,0.999,23.4,0,low,healthy
PC100352,2023-09-14,suburban,basic,social,38,474,37.65,10,10,1,0.091,8.48,0.264,62.1,0.139,1.062,32.7,0,low,healthy
PC100353,2024-01-24,rural,plus,organic,36,342,29.04,9,8,0,0.126,32.37,0.449,100.0,0.01,0.908,12.0,0,high,high
PC100354,2023-05-20,metro,plus,organic,53,591,37.08,9,15,1,0.199,12.69,0.209,24.9,0.205,0.722,44.9,0,low,healthy
PC100355,2024-11-10,metro,basic,paid_search,45,51,54.28,11,10,1,0.103,6.93,0.44,84.3,0.024,0.739,20.6,1,low,high
PC100356,2023-11-29,metro,premium,organic,45,398,27.11,11,19,1,0.495,32.03,0.159,76.9,0.146,1.134,53.4,0,high,healthy
PC100357,2024-05-25,suburban,plus,paid_search,30,220,25.93,15,10,1,0.059,5.46,0.128,79.0,0.052,1.086,16.8,0,low,healthy
PC100358,2023-01-01,suburban,basic,social,24,733,74.37,9,12,1,0.013,5.03,0.191,57.4,0.073,0.916,21.9,0,low,healthy
PC100359,2024-02-15,metro,basic,organic,54,320,75.57,5,15,0,0.059,17.64,0.658,32.9,0.11,0.763,38.8,0,low,high
PC100360,2024-03-12,metro,plus,organic,26,294,65.65,10,7,1,0.186,7.76,0.164,81.0,0.049,0.814,49.1,0,low,healthy
PC100361,2024-06-16,metro,premium,referral,50,198,55.59,7,9,0,0.282,12.07,0.028,60.6,0.002,1.208,11.3,0,low,low
PC100362,2023-12-31,suburban,plus,organic,32,366,68.45,5,10,1,0.088,49.48,0.162,45.0,0.019,1.016,25.7,0,critical,healthy
PC100363,2024-06-05,suburban,premium,affiliate,55,209,111.09,6,12,2,0.106,21.25,0.568,73.8,0.066,0.887,19.3,0,watch,high
PC100364,2024-06-10,suburban,basic,social,46,204,53.33,6,11,3,0.245,29.84,0.375,61.3,0.11,0.956,38.7,0,watch,high
PC100365,2024-09-22,suburban,basic,paid_search,30,100,57.64,8,11,0,0.276,13.01,0.037,59.4,0.015,1.041,21.4,1,low,low
PC100366,2024-06-30,suburban,plus,referral,54,184,58.91,7,15,0,0.095,23.67,0.443,59.6,0.057,0.927,38.7,0,watch,high
PC100367,2023-12-16,metro,premium,organic,33,381,49.66,11,12,1,0.175,14.44,0.447,65.9,0.024,0.86,17.0,0,low,high
PC100368,2023-07-07,metro,plus,referral,31,543,100.66,11,16,1,0.097,13.2,0.448,76.6,0.1,0.781,7.6,0,low,high
PC100369,2023-08-29,metro,basic,paid_search,28,490,108.5,12,17,1,0.088,17.76,0.147,48.3,0.043,1.109,19.0,1,low,healthy
PC100370,2024-07-29,metro,basic,social,18,155,32.78,9,12,0,0.104,39.14,0.297,63.5,0.019,0.824,56.9,0,high,healthy
PC100371,2024-05-04,metro,basic,affiliate,47,241,62.03,7,11,2,0.213,17.11,0.269,35.4,0.04,1.097,16.7,0,low,healthy
PC100372,2023-12-15,metro,plus,referral,45,382,48.46,7,7,1,0.196,18.1,0.177,30.9,0.061,1.193,21.3,0,watch,healthy
PC100373,2024-11-18,rural,basic,organic,50,43,43.86,6,11,1,0.058,10.24,0.251,84.2,0.034,1.165,120.0,0,low,healthy
PC100374,2024-10-14,metro,premium,referral,20,78,70.11,5,16,0,0.096,8.63,0.47,47.0,0.046,0.989,30.9,0,low,high
PC100375,2024-06-27,rural,plus,paid_search,30,187,132.53,5,14,0,0.237,23.45,0.131,91.2,0.003,0.931,39.0,0,watch,healthy
PC100376,2024-10-30,suburban,basic,paid_search,43,62,91.25,6,12,2,0.322,33.19,0.253,64.9,0.087,1.064,29.6,0,high,healthy
PC100377,2024-12-12,suburban,basic,referral,47,19,44.89,3,10,0,0.049,13.21,0.267,55.1,0.022,0.937,41.5,0,low,healthy
PC100378,2024-08-26,metro,basic,affiliate,22,127,97.97,9,17,0,0.472,24.04,0.329,65.3,0.071,0.819,41.3,0,watch,healthy
PC100379,2024-10-26,suburban,plus,affiliate,52,66,111.21,7,13,0,0.039,12.71,0.287,65.6,0.056,1.015,28.7,1,low,healthy
PC100380,2024-08-19,suburban,premium,affiliate,36,134,40.41,7,11,1,0.168,8.43,0.353,72.5,0.029,1.07,40.4,0,low,high
PC100381,2023-07-09,metro,premium,referral,47,541,133.35,10,9,1,0.146,47.3,0.214,100.0,0.072,1.134,20.2,0,high,healthy
PC100382,2024-01-09,suburban,basic,referral,46,357,78.87,6,9,1,0.223,19.64,0.307,63.9,0.036,0.739,31.5,0,watch,healthy
PC100383,2024-05-05,rural,basic,organic,38,240,48.34,10,11,0,0.179,25.15,0.283,87.8,0.027,0.896,32.4,0,watch,healthy
